model_key,seed,outcome,block_comparability,n_items,contrast,comparability,git_states,mean_diff_percent,ci_low_percent,ci_high_percent,n_discordant,p_exact,p_holm,significant_holm_0_05
qwen3_1_7b,43,runtime_object_parsed,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",83.94,79.56,88.32,230,1.1591269220898192e-69,4.636507688359277e-69,True
qwen3_1_7b,43,runtime_object_parsed,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",14.6,10.22,18.98,44,1.1266365618212149e-10,2.2532731236424297e-10,True
qwen3_1_7b,43,runtime_object_parsed,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",97.08,94.89,98.91,266,1.6867516709168837e-80,8.433758354584419e-80,True
qwen3_1_7b,43,runtime_object_parsed,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",98.54,97.08,99.64,270,1.0542197943230523e-81,6.325318765938314e-81,True
qwen3_1_7b,43,strict_schema_valid,unknown_code_state,274,B-A,unknown_code_state,['unknown'],1.46,0.36,2.92,4,0.125,0.75,False
qwen3_1_7b,43,strict_schema_valid,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,43,strict_schema_valid,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,43,strict_schema_valid,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",-1.46,-2.92,-0.36,4,0.125,0.75,False
qwen3_1_7b,43,strict_schema_valid,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,43,encoding_object_recovered,unknown_code_state,274,B-A,unknown_code_state,['unknown'],1.46,0.36,2.92,4,0.125,0.125,False
qwen3_1_7b,43,encoding_object_recovered,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",83.94,79.56,88.32,230,1.1591269220898192e-69,4.636507688359277e-69,True
qwen3_1_7b,43,encoding_object_recovered,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",14.6,10.22,18.98,44,1.1266365618212149e-10,2.2532731236424297e-10,True
qwen3_1_7b,43,encoding_object_recovered,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",97.08,94.89,98.91,266,1.6867516709168837e-80,8.433758354584419e-80,True
qwen3_1_7b,43,encoding_object_recovered,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",98.54,97.08,99.64,270,1.0542197943230523e-81,6.325318765938314e-81,True
qwen3_1_7b,43,format_tolerant_chart_correct,unknown_code_state,274,B-A,unknown_code_state,['unknown'],2.55,-0.36,5.47,17,0.143463134765625,0.430389404296875,False
qwen3_1_7b,43,format_tolerant_chart_correct,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",-6.2,-12.04,-0.36,65,0.0463534743329112,0.1854138973316448,False
qwen3_1_7b,43,format_tolerant_chart_correct,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",8.39,3.65,13.5,51,0.0017691971837869858,0.010615183102721915,True
qwen3_1_7b,43,format_tolerant_chart_correct,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",-0.36,-4.38,4.01,33,1.0,1.0,False
qwen3_1_7b,43,format_tolerant_chart_correct,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",2.19,-2.55,6.93,44,0.4513808323961257,0.9027616647922514,False
qwen3_1_7b,43,text_level_chart_correct,unknown_code_state,274,B-A,unknown_code_state,['unknown'],2.92,0.0,5.84,16,0.076812744140625,0.230438232421875,False
qwen3_1_7b,43,text_level_chart_correct,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",9.49,6.2,13.14,26,2.9802322387695312e-08,1.7881393432617188e-07,True
qwen3_1_7b,43,text_level_chart_correct,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",-5.84,-8.76,-2.92,18,0.00014495849609375,0.000579833984375,True
qwen3_1_7b,43,text_level_chart_correct,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",0.73,-2.92,4.38,28,0.8505540192127228,0.8505540192127228,False
qwen3_1_7b,43,text_level_chart_correct,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",3.65,-0.73,8.03,40,0.1538599441628321,0.3077198883256642,False
qwen3_1_7b,44,top1_correct,unknown_code_state,274,B-A,unknown_code_state,['unknown'],0.73,-0.73,2.19,4,0.625,0.625,False
qwen3_1_7b,44,top1_correct,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",85.04,80.66,89.05,235,8.548561050412416e-69,2.564568315123725e-68,True
qwen3_1_7b,44,top1_correct,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",3.65,-1.46,8.76,50,0.20263875106454066,0.4052775021290813,False
qwen3_1_7b,44,top1_correct,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",87.96,83.94,91.61,241,5.659799424266695e-73,2.8298997121333476e-72,True
qwen3_1_7b,44,top1_correct,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",88.69,84.67,92.34,243,1.4149498560666738e-73,8.489699136400043e-73,True
qwen3_1_7b,44,json_object_recovered,unknown_code_state,274,B-A,unknown_code_state,['unknown'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,44,json_object_recovered,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",-12.04,-16.06,-8.39,33,2.3283064365386963e-10,1.3969838619232178e-09,True
qwen3_1_7b,44,json_object_recovered,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",12.04,8.39,16.06,33,2.3283064365386963e-10,1.3969838619232178e-09,True
qwen3_1_7b,44,json_object_recovered,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,44,json_object_recovered,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,44,runtime_object_parsed,unknown_code_state,274,B-A,unknown_code_state,['unknown'],0.73,-0.73,2.19,4,0.625,0.625,False
qwen3_1_7b,44,runtime_object_parsed,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",87.59,83.58,91.61,242,6.876656300484035e-71,2.0629968901452104e-70,True
qwen3_1_7b,44,runtime_object_parsed,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",12.04,8.39,16.06,33,2.3283064365386963e-10,4.656612873077393e-10,True
qwen3_1_7b,44,runtime_object_parsed,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",98.91,97.45,100.0,271,5.271098971615262e-82,2.635549485807631e-81,True
qwen3_1_7b,44,runtime_object_parsed,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",99.64,98.91,100.0,273,1.3177747429038154e-82,7.906648457422892e-82,True
qwen3_1_7b,44,strict_schema_valid,unknown_code_state,274,B-A,unknown_code_state,['unknown'],0.73,-0.73,2.19,4,0.625,1.0,False
qwen3_1_7b,44,strict_schema_valid,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",-0.36,-1.09,0.0,1,1.0,1.0,False
qwen3_1_7b,44,strict_schema_valid,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_1_7b,44,strict_schema_valid,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",-1.09,-2.55,0.0,3,0.25,1.0,False
qwen3_1_7b,44,strict_schema_valid,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",-0.36,-1.09,0.0,1,1.0,1.0,False
qwen3_1_7b,44,encoding_object_recovered,unknown_code_state,274,B-A,unknown_code_state,['unknown'],0.73,-0.73,2.19,4,0.625,0.625,False
qwen3_1_7b,44,encoding_object_recovered,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",87.59,83.58,91.61,242,6.876656300484035e-71,2.0629968901452104e-70,True
qwen3_1_7b,44,encoding_object_recovered,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",12.04,8.39,16.06,33,2.3283064365386963e-10,4.656612873077393e-10,True
qwen3_1_7b,44,encoding_object_recovered,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",98.91,97.45,100.0,271,5.271098971615262e-82,2.635549485807631e-81,True
qwen3_1_7b,44,encoding_object_recovered,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",99.64,98.91,100.0,273,1.3177747429038154e-82,7.906648457422892e-82,True
qwen3_1_7b,44,format_tolerant_chart_correct,unknown_code_state,274,B-A,unknown_code_state,['unknown'],2.19,-0.73,5.11,16,0.210113525390625,1.0,False
qwen3_1_7b,44,format_tolerant_chart_correct,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",-1.46,-6.93,4.01,58,0.6940040940761318,1.0,False
qwen3_1_7b,44,format_tolerant_chart_correct,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",3.65,-1.46,8.76,50,0.20263875106454066,1.0,False
qwen3_1_7b,44,format_tolerant_chart_correct,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",0.0,-4.01,4.01,34,1.0,1.0,False
qwen3_1_7b,44,format_tolerant_chart_correct,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",2.19,-2.55,6.93,46,0.4613911821367651,1.0,False
qwen3_1_7b,44,text_level_chart_correct,unknown_code_state,274,B-A,unknown_code_state,['unknown'],2.19,-0.73,5.11,16,0.210113525390625,0.630340576171875,False
qwen3_1_7b,44,text_level_chart_correct,unknown_code_state,274,C-A,unknown_code_state,"['e07022e2dafb', 'unknown']",10.58,7.3,14.6,29,3.725290298461914e-09,2.2351741790771484e-08,True
qwen3_1_7b,44,text_level_chart_correct,unknown_code_state,274,D-C,mixed_code_state,"['449cd9ea9c62', 'e07022e2dafb']",-8.39,-11.68,-5.11,25,1.5497207641601562e-06,7.748603820800781e-06,True
qwen3_1_7b,44,text_level_chart_correct,unknown_code_state,274,D-B,unknown_code_state,"['449cd9ea9c62', 'unknown']",0.0,-4.01,4.01,34,1.0,1.0,False
qwen3_1_7b,44,text_level_chart_correct,unknown_code_state,274,D-A,unknown_code_state,"['449cd9ea9c62', 'unknown']",2.19,-2.55,6.93,46,0.4613911821367651,0.9227823642735302,False
qwen3_8_27b,42,top1_correct,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],-8.76,-12.41,-5.11,28,3.032386302947998e-06,1.2129545211791992e-05,True
qwen3_8_27b,42,top1_correct,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",4.38,2.19,6.93,12,0.00048828125,0.0009765625,True
qwen3_8_27b,42,top1_correct,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.73,0.0,1.82,2,0.5,0.5,False
qwen3_8_27b,42,top1_correct,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",13.87,9.85,17.88,38,7.275957614183426e-12,4.3655745685100555e-11,True
qwen3_8_27b,42,top1_correct,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",5.11,2.55,7.67,14,0.0001220703125,0.0003662109375,True
qwen3_8_27b,42,json_object_recovered,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,json_object_recovered,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,json_object_recovered,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,json_object_recovered,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,json_object_recovered,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,runtime_object_parsed,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,runtime_object_parsed,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,runtime_object_parsed,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,runtime_object_parsed,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,runtime_object_parsed,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,strict_schema_valid,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],37.96,31.02,44.89,136,6.905764227013771e-21,1.3811528454027543e-20,True
qwen3_8_27b,42,strict_schema_valid,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",-46.72,-52.55,-40.88,128,5.877471754111438e-39,2.350988701644575e-38,True
qwen3_8_27b,42,strict_schema_valid,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,strict_schema_valid,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",-84.67,-88.69,-80.29,232,2.897817305224548e-70,1.7386903831347288e-69,True
qwen3_8_27b,42,strict_schema_valid,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",-46.72,-52.55,-40.88,128,5.877471754111438e-39,2.350988701644575e-38,True
qwen3_8_27b,42,encoding_object_recovered,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,encoding_object_recovered,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,encoding_object_recovered,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,encoding_object_recovered,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,encoding_object_recovered,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8_27b,42,format_tolerant_chart_correct,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],-8.76,-12.41,-5.11,28,3.032386302947998e-06,1.2129545211791992e-05,True
qwen3_8_27b,42,format_tolerant_chart_correct,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",4.38,2.19,6.93,12,0.00048828125,0.0009765625,True
qwen3_8_27b,42,format_tolerant_chart_correct,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.73,0.0,1.82,2,0.5,0.5,False
qwen3_8_27b,42,format_tolerant_chart_correct,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",13.87,9.85,17.88,38,7.275957614183426e-12,4.3655745685100555e-11,True
qwen3_8_27b,42,format_tolerant_chart_correct,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",5.11,2.55,7.67,14,0.0001220703125,0.0003662109375,True
qwen3_8_27b,42,text_level_chart_correct,mixed_code_state,274,B-A,homogeneous,['e2a3675f0a6f'],-8.76,-12.41,-5.11,28,3.032386302947998e-06,1.2129545211791992e-05,True
qwen3_8_27b,42,text_level_chart_correct,mixed_code_state,274,C-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",4.38,2.19,6.93,12,0.00048828125,0.0009765625,True
qwen3_8_27b,42,text_level_chart_correct,mixed_code_state,274,D-C,homogeneous,['449cd9ea9c62'],0.73,0.0,1.82,2,0.5,0.5,False
qwen3_8_27b,42,text_level_chart_correct,mixed_code_state,274,D-B,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",13.87,9.85,17.88,38,7.275957614183426e-12,4.3655745685100555e-11,True
qwen3_8_27b,42,text_level_chart_correct,mixed_code_state,274,D-A,mixed_code_state,"['449cd9ea9c62', 'e2a3675f0a6f']",5.11,2.55,7.67,14,0.0001220703125,0.0003662109375,True
qwen3_8b,42,top1_correct,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],-9.49,-13.5,-5.84,32,2.5560148060321808e-06,7.668044418096542e-06,True
qwen3_8b,42,top1_correct,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-7.66,-12.41,-2.92,47,0.0030876764615186394,0.006175352923037279,True
qwen3_8b,42,top1_correct,mixed_code_state,274,D-C,homogeneous,['265109b12002'],-25.55,-31.02,-20.07,74,2.939204326972422e-19,1.469602163486211e-18,True
qwen3_8b,42,top1_correct,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-23.72,-29.56,-17.88,81,2.977302970952647e-14,1.1909211883810588e-13,True
qwen3_8b,42,top1_correct,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-33.21,-39.78,-27.01,111,4.396658681450787e-20,2.6379952088704723e-19,True
qwen3_8b,42,json_object_recovered,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,json_object_recovered,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-13.87,-18.25,-9.85,38,7.275957614183426e-12,2.9103830456733704e-11,True
qwen3_8b,42,json_object_recovered,mixed_code_state,274,D-C,homogeneous,['265109b12002'],-12.04,-16.42,-8.03,37,1.0244548320770264e-08,2.0489096641540527e-08,True
qwen3_8b,42,json_object_recovered,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-25.91,-31.02,-20.8,71,8.470329472543003e-22,5.082197683525802e-21,True
qwen3_8b,42,json_object_recovered,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-25.91,-31.02,-20.8,71,8.470329472543003e-22,5.082197683525802e-21,True
qwen3_8b,42,runtime_object_parsed,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,runtime_object_parsed,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-13.87,-18.25,-9.85,38,7.275957614183426e-12,2.9103830456733704e-11,True
qwen3_8b,42,runtime_object_parsed,mixed_code_state,274,D-C,homogeneous,['265109b12002'],-12.04,-16.42,-8.03,37,1.0244548320770264e-08,2.0489096641540527e-08,True
qwen3_8b,42,runtime_object_parsed,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-25.91,-31.02,-20.8,71,8.470329472543003e-22,5.082197683525802e-21,True
qwen3_8b,42,runtime_object_parsed,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-25.91,-31.02,-20.8,71,8.470329472543003e-22,5.082197683525802e-21,True
qwen3_8b,42,strict_schema_valid,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,strict_schema_valid,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,strict_schema_valid,mixed_code_state,274,D-C,homogeneous,['265109b12002'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,strict_schema_valid,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,strict_schema_valid,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,encoding_object_recovered,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],0.0,0.0,0.0,0,1.0,1.0,False
qwen3_8b,42,encoding_object_recovered,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-13.87,-18.25,-9.85,38,7.275957614183426e-12,2.9103830456733704e-11,True
qwen3_8b,42,encoding_object_recovered,mixed_code_state,274,D-C,homogeneous,['265109b12002'],-12.04,-16.42,-8.03,37,1.0244548320770264e-08,2.0489096641540527e-08,True
qwen3_8b,42,encoding_object_recovered,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-25.91,-31.02,-20.8,71,8.470329472543003e-22,5.082197683525802e-21,True
qwen3_8b,42,encoding_object_recovered,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-25.91,-31.02,-20.8,71,8.470329472543003e-22,5.082197683525802e-21,True
qwen3_8b,42,format_tolerant_chart_correct,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],-9.49,-13.5,-5.84,32,2.5560148060321808e-06,7.668044418096542e-06,True
qwen3_8b,42,format_tolerant_chart_correct,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-7.66,-12.41,-2.92,47,0.0030876764615186394,0.006175352923037279,True
qwen3_8b,42,format_tolerant_chart_correct,mixed_code_state,274,D-C,homogeneous,['265109b12002'],-25.18,-30.66,-20.07,73,5.721707558702799e-19,2.8608537793513994e-18,True
qwen3_8b,42,format_tolerant_chart_correct,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-23.36,-29.2,-17.52,80,5.375095844566712e-14,2.150038337826685e-13,True
qwen3_8b,42,format_tolerant_chart_correct,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-32.85,-39.42,-26.64,110,8.009521189255448e-20,4.805712713553269e-19,True
qwen3_8b,42,text_level_chart_correct,mixed_code_state,274,B-A,homogeneous,['449cd9ea9c62'],-9.49,-13.5,-5.84,32,2.5560148060321808e-06,7.668044418096542e-06,True
qwen3_8b,42,text_level_chart_correct,mixed_code_state,274,C-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",4.38,1.09,7.66,22,0.01690053939819336,0.03380107879638672,True
qwen3_8b,42,text_level_chart_correct,mixed_code_state,274,D-C,homogeneous,['265109b12002'],-18.98,-24.09,-14.23,58,2.2598589666245064e-13,1.3559153799747039e-12,True
qwen3_8b,42,text_level_chart_correct,mixed_code_state,274,D-B,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-5.11,-9.49,-0.73,40,0.03847730828420026,0.03847730828420026,True
qwen3_8b,42,text_level_chart_correct,mixed_code_state,274,D-A,mixed_code_state,"['265109b12002', '449cd9ea9c62']",-14.6,-20.44,-8.76,70,1.652519847797991e-06,6.610079391191964e-06,True
